Player,Team,FantPos,Age,G,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,PPR,PosRank,OvRank,Year,adp,draft_pick,draft_year,Experience,Rookie,Soph,Third
JeremyHill,Bengals,RB,25,7,0.0,0.0,0.0,0.0,0.0,5.29,16.57,0.0,0.57,0.57,2.29,0.0,2.46,105,,2017,134.5,55,2014,3,0,0,0
DarrenSproles,Eagles,RB,34,3,0.0,0.0,0.0,0.0,0.0,5.0,20.33,0.0,4.0,2.33,24.33,0.0,6.13,110,,2017,116.3,130,2005,12,0,0,0
DavidJohnson,Cardinals,RB,26,1,0.0,0.0,0.0,0.0,0.0,11.0,23.0,0.0,9.0,6.0,67.0,0.0,13.0,122,,2017,1.3,241,2009,8,0,0,0
DavidJohnson,Cardinals,RB,26,1,0.0,0.0,0.0,0.0,0.0,11.0,23.0,0.0,9.0,6.0,67.0,0.0,13.0,122,,2017,1.3,86,2015,2,0,0,1
TylerEifert,Bengals,TE,27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,23.0,0.0,4.3,85,,2017,70.4,21,2013,4,0,0,0
AllenRobinson,Jaguars,WR,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,2.7,188,,2017,57.0,61,2014,3,0,0,0
KevinWhite,Bears,WR,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,2.6,195,,2017,127.0,7,2015,2,0,0,1
DarrenMcFadden,Cowboys,RB,30,1,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,-0.2,164,,2017,75.3,4,2008,9,0,0,0
ToddGurley,Rams,RB,24,14,0.0,0.0,0.0,0.0,0.0,18.29,89.36,1.21,5.79,4.21,41.43,0.29,26.58,1,1.0,2018,1.5,10,2015,3,0,0,0
SaquonBarkley,Giants,RB,21,16,0.0,0.0,0.0,0.0,0.0,16.31,81.69,0.69,7.56,5.69,45.06,0.25,24.11,2,2.0,2018,6.5,2,2018,0,1,0,0
ChristianMcCaffrey,Panthers,RB,22,16,0.06,0.06,3.12,0.06,0.0,13.69,68.62,0.44,7.75,6.69,54.19,0.38,24.09,3,3.0,2018,12.7,8,2017,1,0,1,0
AlvinKamara,Saints,RB,23,15,0.0,0.0,0.0,0.0,0.0,12.93,58.87,0.93,7.0,5.4,47.27,0.27,23.61,4,4.0,2018,6.1,67,2017,1,0,1,0
PatrickMahomes,Chiefs,QB,23,16,23.94,36.25,318.56,3.12,0.75,3.75,17.0,0.12,0.0,0.0,0.0,0.0,26.07,1,5.0,2018,118.1,10,2017,1,0,1,0
TyreekHill,Chiefs,WR,24,16,0.0,0.0,0.0,0.0,0.0,1.38,9.44,0.06,8.56,5.44,92.44,0.75,20.88,1,6.0,2018,23.7,165,2016,2,0,0,1
EzekielElliott,Cowboys,RB,23,15,0.0,0.0,0.0,0.0,0.0,20.27,95.6,0.4,6.33,5.13,37.8,0.2,21.94,5,7.0,2018,5.3,4,2016,2,0,0,1
TravisKelce,Chiefs,TE,29,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,6.44,83.5,0.62,18.41,1,8.0,2018,28.5,63,2013,5,0,0,0
AntonioBrown,Steelers,WR,30,15,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,11.2,6.93,86.47,1.0,21.58,2,9.0,2018,4.7,195,2010,8,0,0,0
DavanteAdams,Packers,WR,26,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27,7.4,92.4,0.87,21.97,3,10.0,2018,18.2,53,2014,4,0,0,0
DeAndreHopkins,Texans,WR,26,16,0.0,0.06,0.0,0.0,0.0,0.06,-0.44,0.0,10.19,7.19,98.25,0.69,20.84,4,11.0,2018,8.8,27,2013,5,0,0,0
JulioJones,Falcons,WR,29,16,0.0,0.0,0.0,0.0,0.0,0.12,0.75,0.0,10.62,7.06,104.81,0.5,20.37,5,12.0,2018,14.2,6,2011,7,0,0,0
MelvinGordon,Chargers,RB,25,12,0.0,0.0,0.0,0.0,0.0,14.58,73.75,0.83,5.5,4.17,40.83,0.33,22.96,6,13.0,2018,9.1,15,2015,3,0,0,0
JamesConner,Steelers,RB,23,13,0.0,0.0,0.0,0.0,0.0,16.54,74.85,0.92,5.46,4.23,38.23,0.08,21.54,7,14.0,2018,157.1,105,2017,1,0,1,0
MikeEvans,Buccaneers,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,5.38,95.25,0.5,18.15,6,15.0,2018,25.5,7,2014,4,0,0,0
GeorgeKittle,49ers,TE,25,16,0.0,0.0,0.0,0.0,0.0,0.06,0.62,0.0,8.5,5.5,86.06,0.31,16.17,2,16.0,2018,133.0,146,2017,1,0,1,0
ZachErtz,Eagles,TE,28,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,7.25,72.69,0.5,17.52,3,17.0,2018,39.1,35,2013,5,0,0,0
MichaelThomas,Saints,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19,7.81,87.81,0.56,19.72,8,19.0,2018,16.0,47,2016,2,0,0,1
EricEbron,Colts,TE,25,16,0.0,0.06,0.0,0.0,0.0,0.19,-0.5,0.06,6.88,4.12,46.88,0.81,13.89,4,20.0,2018,156.0,10,2014,4,0,0,0
MattRyan,Falcons,QB,33,16,26.38,38.0,307.75,2.19,0.44,2.06,7.81,0.19,0.06,0.06,0.31,0.06,22.19,2,21.0,2018,108.1,3,2008,10,0,0,0
KareemHunt,Chiefs,RB,23,11,0.0,0.0,0.0,0.0,0.0,16.45,74.91,0.64,3.18,2.36,34.36,0.64,20.93,8,23.0,2018,11.4,86,2017,1,0,1,0
JoeMixon,Bengals,RB,22,14,0.0,0.0,0.0,0.0,0.0,16.93,83.43,0.57,3.93,3.07,21.14,0.07,17.39,9,24.0,2018,23.3,48,2017,1,0,1,0
RobertWoods,Rams,WR,26,16,0.0,0.0,0.0,0.0,0.0,1.19,9.81,0.06,8.12,5.38,76.19,0.38,16.6,10,25.0,2018,103.7,41,2013,5,0,0,0
DavidJohnson,Cardinals,RB,27,16,0.0,0.0,0.0,0.0,0.0,16.12,58.75,0.44,4.75,3.12,27.88,0.19,15.41,10,26.0,2018,2.8,241,2009,9,0,0,0
DavidJohnson,Cardinals,RB,27,16,0.0,0.0,0.0,0.0,0.0,16.12,58.75,0.44,4.75,3.12,27.88,0.19,15.41,10,26.0,2018,2.8,86,2015,3,0,0,0
BenRoethlisberger,Steelers,QB,36,16,28.25,42.19,320.56,2.12,1.0,1.94,6.12,0.19,0.06,0.06,-0.06,0.0,21.37,3,27.0,2018,114.5,11,2004,14,0,0,0
JamesWhite,Patriots,RB,26,16,0.0,0.0,0.0,0.0,0.0,5.88,26.56,0.31,7.69,5.44,46.94,0.44,17.29,11,28.0,2018,99.5,130,2014,4,0,0,0
DeshaunWatson,Texans,QB,23,16,21.56,31.56,260.31,1.62,0.56,6.19,34.44,0.31,0.0,0.0,0.0,0.0,20.73,4,31.0,2018,46.5,12,2017,1,0,1,0
TylerLockett,Seahawks,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.81,4.31,0.0,4.38,3.56,60.31,0.62,13.9,11,32.0,2018,131.1,69,2015,3,0,0,0
StefonDiggs,Vikings,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.67,4.13,0.0,9.93,6.8,68.07,0.6,17.75,12,33.0,2018,26.0,146,2015,3,0,0,0
BrandinCooks,Rams,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.62,4.25,0.06,7.31,5.0,75.25,0.31,15.2,13,34.0,2018,52.5,20,2014,4,0,0,0
KeenanAllen,Chargers,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.56,4.69,0.0,8.5,6.06,74.75,0.38,16.26,14,35.0,2018,17.2,76,2013,5,0,0,0
ChrisCarson,Seahawks,RB,24,14,0.0,0.0,0.0,0.0,0.0,17.64,82.21,0.64,1.71,1.43,11.64,0.0,14.39,14,37.0,2018,66.7,249,2017,1,0,1,0
AndrewLuck,Colts,QB,29,16,26.88,39.94,287.06,2.44,0.94,2.88,9.25,0.0,0.12,0.06,0.25,0.0,20.49,5,38.0,2018,87.6,1,2012,6,0,0,0
NickChubb,Browns,RB,23,16,0.0,0.0,0.0,0.0,0.0,12.0,62.25,0.5,1.81,1.25,9.31,0.12,12.16,15,40.0,2018,126.4,35,2018,0,1,0,0
AdrianPeterson,WFT,RB,33,16,0.0,0.0,0.0,0.0,0.0,15.69,65.12,0.44,1.62,1.25,13.0,0.06,11.81,16,42.0,2018,81.1,199,2002,16,0,0,0
AdrianPeterson,WFT,RB,33,16,0.0,0.0,0.0,0.0,0.0,15.69,65.12,0.44,1.62,1.25,13.0,0.06,11.81,16,42.0,2018,81.1,7,2007,11,0,0,0
AaronRodgers,Packers,QB,35,16,23.25,37.31,277.62,1.56,0.12,2.69,16.81,0.12,0.0,0.0,0.0,0.0,19.54,6,43.0,2018,31.4,24,2005,13,0,0,0
JaredGoff,Rams,QB,24,16,22.75,35.06,293.0,2.0,0.75,2.69,6.75,0.12,0.0,0.0,0.0,0.0,19.39,7,45.0,2018,123.9,1,2016,2,0,0,1
TarikCohen,Bears,RB,23,16,0.06,0.06,0.06,0.06,0.0,6.19,27.75,0.19,5.69,4.44,45.31,0.31,14.62,17,46.0,2018,85.2,119,2017,1,0,1,0
CalvinRidley,Falcons,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.38,1.69,0.0,5.75,4.0,51.31,0.62,12.92,18,47.0,2018,119.3,26,2018,0,1,0,0
TevinColeman,Falcons,RB,25,16,0.0,0.0,0.0,0.0,0.0,10.44,50.0,0.25,2.75,2.0,17.25,0.31,12.1,18,48.0,2018,76.5,73,2015,3,0,0,0
MarlonMack,Colts,RB,22,12,0.0,0.0,0.0,0.0,0.0,16.25,75.67,0.75,2.17,1.42,8.58,0.08,14.84,19,49.0,2018,94.3,143,2017,1,0,1,0
JordanHoward,Bears,RB,24,16,0.0,0.0,0.0,0.0,0.0,15.62,58.44,0.56,1.62,1.25,9.06,0.0,11.25,20,50.0,2018,20.0,150,2016,2,0,0,1
AmariCooper,2TM,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.13,1.33,0.0,7.13,5.0,67.0,0.47,14.37,19,51.0,2018,31.4,4,2015,3,0,0,0
DrewBrees,Saints,QB,39,15,24.27,32.6,266.13,2.13,0.33,2.07,1.47,0.27,0.07,0.07,0.07,0.0,20.33,8,52.0,2018,66.9,32,2001,17,0,0,0
MikeWilliams,Chargers,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.44,1.75,0.06,4.12,2.69,41.5,0.62,11.26,20,53.0,2018,102.7,4,2002,16,0,0,0
MikeWilliams,Chargers,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.44,1.75,0.06,4.12,2.69,41.5,0.62,11.26,20,53.0,2018,102.7,10,2005,13,0,0,0
MikeWilliams,Chargers,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.44,1.75,0.06,4.12,2.69,41.5,0.62,11.26,20,53.0,2018,102.7,101,2010,8,0,0,0
MikeWilliams,Chargers,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.44,1.75,0.06,4.12,2.69,41.5,0.62,11.26,20,53.0,2018,102.7,7,2017,1,0,1,0
KennyGolladay,Lions,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.07,0.53,0.0,7.93,4.67,70.87,0.33,13.81,21,54.0,2018,131.9,96,2017,1,0,1,0
JarvisLandry,Browns,WR,26,16,0.06,0.12,3.94,0.0,0.0,0.19,3.75,0.06,9.31,5.06,61.0,0.25,13.57,22,55.0,2018,39.4,63,2014,4,0,0,0
KenyanDrake,Dolphins,RB,24,16,0.0,0.0,0.0,0.0,0.0,7.5,33.44,0.25,4.56,3.31,29.81,0.31,12.89,21,56.0,2018,32.8,73,2016,2,0,0,1
JulianEdelman,Patriots,WR,32,12,0.17,0.17,3.58,0.0,0.0,0.75,8.92,0.0,9.0,6.17,70.83,0.5,17.28,23,57.0,2018,65.5,232,2009,9,0,0,0
RussellWilson,Seahawks,QB,30,16,17.5,26.69,215.5,2.19,0.44,4.19,23.5,0.0,0.06,0.06,-0.69,0.0,18.71,9,58.0,2018,61.0,75,2012,6,0,0,0
LamarMiller,Texans,RB,27,14,0.0,0.0,0.0,0.0,0.0,15.0,69.5,0.36,2.5,1.79,11.64,0.07,12.33,22,59.0,2018,38.0,97,2012,6,0,0,0
EmmanuelSanders,Broncos,WR,31,12,0.08,0.08,2.33,0.08,0.0,0.33,4.42,0.08,8.17,5.92,72.33,0.33,16.52,24,60.0,2018,57.6,82,2010,8,0,0,0
AaronJones,Packers,RB,24,12,0.0,0.0,0.0,0.0,0.0,11.08,60.67,0.67,2.92,2.17,17.17,0.08,14.28,23,62.0,2018,97.7,182,2017,1,0,1,0
ChrisGodwin,Buccaneers,WR,22,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,3.69,52.62,0.44,11.58,25,63.0,2018,138.4,84,2017,1,0,1,0
AustinHooper,Falcons,TE,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.44,41.25,0.25,10.19,7,64.0,2018,152.9,81,2016,2,0,0,1
DavidNjoku,Browns,TE,22,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,39.94,0.25,8.99,8,65.0,2018,98.4,29,2017,1,0,1,0
KyleRudolph,Vikings,TE,29,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,4.0,39.62,0.25,9.46,9,66.0,2018,76.1,43,2011,7,0,0,0
AlshonJeffery,Eagles,WR,28,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,5.0,64.85,0.46,14.25,26,67.0,2018,82.8,45,2012,6,0,0,0
DakPrescott,Cowboys,QB,25,16,22.25,32.88,242.81,1.38,0.5,4.69,19.06,0.38,0.06,0.0,0.0,0.0,17.87,10,69.0,2018,158.6,135,2016,2,0,0,1
PhilipRivers,Chargers,QB,37,16,21.69,31.75,269.25,2.0,0.75,1.12,0.44,0.0,0.0,0.0,0.0,0.0,17.81,11,70.0,2018,107.3,4,2004,14,0,0,0
CoreyDavis,Titans,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.38,3.44,0.0,7.0,4.06,55.69,0.25,11.48,27,71.0,2018,61.1,5,2017,1,0,1,0
RobGronkowski,Patriots,TE,29,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,3.62,52.46,0.23,10.09,11,72.0,2018,21.0,42,2010,8,0,0,0
LarryFitzgerald,Cardinals,WR,35,16,0.06,0.06,2.0,0.06,0.0,0.0,0.0,0.0,7.0,4.31,45.88,0.38,11.61,28,73.0,2018,34.9,3,2004,14,0,0,0
SterlingShepard,Giants,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.19,2.06,0.0,6.69,4.12,54.5,0.25,11.41,29,74.0,2018,106.1,40,2016,2,0,0,1
CamNewton,Panthers,QB,29,14,22.86,33.64,242.5,1.71,0.93,7.21,34.86,0.29,0.0,0.0,0.0,0.0,20.19,12,75.0,2018,71.0,1,2011,7,0,0,0
KirkCousins,Vikings,QB,30,16,26.56,37.88,268.62,1.88,0.62,2.75,7.69,0.06,0.06,0.06,-0.06,0.0,17.69,13,,2018,81.7,102,2012,6,0,0,0
TomBrady,Patriots,QB,41,16,23.44,35.62,272.19,1.81,0.69,1.44,2.19,0.12,0.06,0.06,0.38,0.0,17.58,14,,2018,50.3,199,2000,18,0,0,0
EliManning,Giants,QB,37,16,23.75,36.0,268.69,1.31,0.69,0.94,1.25,0.06,0.0,0.0,0.0,0.0,15.0,17,,2018,157.2,1,2004,14,0,0,0
DerekCarr,Raiders,QB,27,16,23.81,34.56,253.06,1.19,0.62,1.5,2.94,0.06,0.06,0.06,-0.56,0.0,13.55,18,,2018,141.1,36,2014,4,0,0,0
MatthewStafford,Lions,QB,30,16,22.94,34.69,236.06,1.31,0.69,1.56,4.44,0.0,0.0,0.0,0.0,0.0,13.26,20,,2018,100.3,1,2009,9,0,0,0
JameisWinston,Buccaneers,QB,24,11,22.18,34.36,272.0,1.73,1.27,4.45,25.55,0.09,0.0,0.0,0.0,0.0,17.8,22,,2018,151.7,1,2015,3,0,0,0
CarsonWentz,Eagles,QB,26,11,25.36,36.45,279.45,1.91,0.64,3.09,8.45,0.0,0.09,0.09,0.36,0.0,17.61,23,,2018,84.5,2,2016,2,0,0,1
MarcusMariota,Titans,QB,25,14,16.29,23.64,180.57,0.79,0.57,4.57,25.5,0.14,0.07,0.07,1.5,0.0,12.56,24,,2018,136.0,2,2015,3,0,0,0
AlexSmith,WFT,QB,34,10,20.5,32.8,218.0,1.0,0.5,4.1,16.8,0.1,0.0,0.0,0.0,0.0,13.8,31,,2018,134.5,1,2005,13,0,0,0
AlexSmith,WFT,QB,34,10,20.5,32.8,218.0,1.0,0.5,4.1,16.8,0.1,0.0,0.0,0.0,0.0,13.8,31,,2018,134.5,71,2005,13,0,0,0
SonyMichel,Patriots,RB,23,13,0.0,0.0,0.0,0.0,0.0,16.08,71.62,0.46,0.85,0.54,3.85,0.0,10.7,25,,2018,83.5,31,2018,0,1,0,0
MarkIngram,Saints,RB,29,12,0.0,0.0,0.0,0.0,0.0,11.5,53.75,0.5,2.25,1.75,14.17,0.08,11.88,28,,2018,45.9,28,2011,7,0,0,0
DedeWestbrook,Jaguars,WR,25,16,0.0,0.06,0.0,0.0,0.0,0.56,6.12,0.0,6.31,4.12,44.81,0.31,11.22,31,,2018,152.7,110,2017,1,0,1,0
DalvinCook,Vikings,RB,23,11,0.0,0.0,0.0,0.0,0.0,12.09,55.91,0.18,4.45,3.64,27.73,0.18,13.82,31,,2018,15.6,41,2017,1,0,1,0
LataviusMurray,Vikings,RB,28,16,0.0,0.0,0.0,0.0,0.0,8.75,36.12,0.38,1.62,1.38,8.81,0.0,8.24,32,,2018,123.1,181,2013,5,0,0,0
GoldenTate,2TM,WR,30,15,0.0,0.0,0.0,0.0,0.0,0.27,2.27,0.0,7.53,4.93,53.0,0.27,12.19,35,,2018,46.7,60,2010,8,0,0,0
KerryonJohnson,Lions,RB,21,10,0.0,0.0,0.0,0.0,0.0,11.8,64.1,0.3,3.9,3.2,21.3,0.1,13.94,33,,2018,62.5,43,2018,0,1,0,0
JohnBrown,Ravens,WR,28,16,0.0,0.0,0.0,0.0,0.0,0.19,0.25,0.0,6.06,2.62,44.69,0.31,8.99,39,,2018,123.4,91,2014,4,0,0,0
DionLewis,Titans,RB,28,16,0.0,0.0,0.0,0.0,0.0,9.69,32.31,0.06,4.19,3.69,25.0,0.06,10.04,36,,2018,55.5,149,2011,7,0,0,0
DougMartin,Raiders,RB,29,16,0.0,0.0,0.0,0.0,0.0,10.75,45.19,0.25,1.5,1.12,7.25,0.0,7.49,35,,2018,158.6,31,2012,6,0,0,0
NelsonAgholor,Eagles,WR,25,16,0.06,0.06,0.94,0.0,0.0,0.19,2.0,0.0,6.06,4.0,46.0,0.25,10.34,40,,2018,92.8,20,2015,3,0,0,0
LeonardFournette,Jaguars,RB,23,8,0.0,0.0,0.0,0.0,0.0,16.62,54.88,0.62,3.25,2.75,23.12,0.12,15.05,37,,2018,9.4,4,2017,1,0,1,0
JoshGordon,2TM,WR,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92,3.42,61.42,0.33,11.56,43,,2018,44.1,1,2012,6,0,0,0
AllenRobinson,Bears,WR,25,13,0.0,0.0,0.0,0.0,0.0,0.08,0.69,0.0,7.23,4.23,58.0,0.31,11.79,41,,2018,55.2,61,2014,4,0,0,0
DemaryiusThomas,2TM,WR,31,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,3.93,45.13,0.33,10.45,44,,2018,47.0,22,2010,8,0,0,0
KennyStills,Dolphins,WR,26,15,0.07,0.07,0.2,0.07,0.0,0.0,0.0,0.0,4.27,2.47,36.87,0.4,8.96,45,,2018,108.1,144,2013,5,0,0,0
CooperKupp,Rams,WR,25,8,0.0,0.0,0.0,0.0,0.0,0.5,3.12,0.0,6.88,5.0,70.75,0.75,16.89,47,,2018,77.8,69,2017,1,0,1,0
AlexCollins,Ravens,RB,24,10,0.0,0.0,0.0,0.0,0.0,11.4,41.1,0.7,2.1,1.5,10.5,0.1,10.86,39,,2018,31.5,171,2016,2,0,0,1
JordyNelson,Raiders,WR,33,15,0.0,0.0,0.0,0.0,0.0,0.07,-0.13,0.0,5.87,4.2,49.27,0.2,10.45,49,,2018,98.2,36,2008,10,0,0,0
CourtlandSutton,Broncos,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.06,-0.06,0.0,5.25,2.62,44.0,0.25,8.52,48,,2018,163.1,40,2018,0,1,0,0
LeSeanMcCoy,Bills,RB,30,14,0.0,0.0,0.0,0.0,0.0,11.5,36.71,0.21,3.29,2.43,17.0,0.0,9.09,40,,2018,29.9,53,2009,9,0,0,0
CarlosHyde,2TM,RB,28,14,0.0,0.0,0.0,0.0,0.0,12.29,40.79,0.36,1.14,0.71,2.36,0.0,7.03,44,,2018,53.9,57,2014,4,0,0,0
RoyceFreeman,Broncos,RB,22,14,0.0,0.0,0.0,0.0,0.0,9.29,37.21,0.36,1.43,1.0,5.14,0.0,7.24,47,,2018,29.0,71,2018,0,1,0,0
AnthonyMiller,Bears,WR,24,15,0.07,0.07,0.53,0.0,0.0,0.4,1.73,0.0,3.6,2.2,28.2,0.47,8.01,52,,2018,141.5,51,2018,0,1,0,0
JamaalWilliams,Packers,RB,23,16,0.0,0.0,0.0,0.0,0.0,7.56,29.0,0.19,2.56,1.69,13.12,0.0,7.15,46,,2018,59.7,134,2017,1,0,1,0
DukeJohnson,Browns,RB,25,16,0.0,0.0,0.0,0.0,0.0,2.5,12.56,0.0,3.88,2.94,26.81,0.19,8.25,48,,2018,93.5,77,2015,3,0,0,0
EvanEngram,Giants,TE,24,11,0.0,0.0,0.0,0.0,0.0,0.27,3.27,0.0,5.82,4.09,52.45,0.27,11.48,13,,2018,70.5,23,2017,1,0,1,0
MarvinJones,Lions,WR,28,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,3.89,56.44,0.56,12.87,56,,2018,62.3,166,2012,6,0,0,0
ChristianKirk,Cardinals,WR,22,12,0.0,0.0,0.0,0.0,0.0,0.25,2.92,0.0,5.67,3.58,49.17,0.25,10.29,57,,2018,166.8,47,2018,0,1,0,0
MichaelCrabtree,Ravens,WR,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,3.38,37.94,0.19,8.29,60,,2018,70.4,10,2009,9,0,0,0
DevinFunchess,Panthers,WR,24,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,3.14,39.21,0.29,8.78,59,,2018,87.4,41,2015,3,0,0,0
JimmyGraham,Packers,TE,32,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,3.44,39.75,0.12,8.16,14,,2018,49.3,95,2010,8,0,0,0
SammyWatkins,Chiefs,WR,25,10,0.0,0.0,0.0,0.0,0.0,0.5,5.2,0.0,5.5,4.0,51.9,0.3,11.51,63,,2018,93.8,4,2014,4,0,0,0
WillFuller,Texans,WR,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,4.57,71.86,0.57,15.19,65,,2018,73.0,21,2016,2,0,0,1
JordanReed,WFT,TE,28,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46,4.15,42.92,0.15,9.22,17,,2018,88.3,85,2013,5,0,0,0
JoshDoctson,WFT,WR,26,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.93,35.47,0.13,7.28,75,,2018,162.3,22,2016,2,0,0,1
MichaelGallup,Cowboys,WR,22,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,2.06,31.69,0.12,6.11,76,,2018,129.2,81,2018,0,1,0,0
MarquiseGoodwin,49ers,WR,28,11,0.0,0.0,0.0,0.0,0.0,0.36,0.82,0.0,3.91,2.09,35.91,0.36,7.95,77,,2018,48.9,78,2013,5,0,0,0
MarshawnLynch,Raiders,RB,32,6,0.0,0.0,0.0,0.0,0.0,15.0,62.67,0.5,3.33,2.5,14.0,0.0,13.17,56,,2018,52.6,12,2007,11,0,0,0
JohnRoss,Bengals,WR,23,13,0.0,0.0,0.0,0.0,0.0,0.31,0.69,0.0,4.46,1.62,16.15,0.54,6.53,79,,2018,152.0,9,2017,1,0,1,0
GiovaniBernard,Bengals,RB,27,12,0.0,0.0,0.0,0.0,0.0,4.67,17.58,0.25,4.0,2.92,18.17,0.0,7.99,60,,2018,140.9,37,2013,5,0,0,0
RashaadPenny,Seahawks,RB,22,14,0.0,0.0,0.0,0.0,0.0,6.07,29.93,0.14,0.86,0.64,5.36,0.0,5.03,59,,2018,87.1,27,2018,0,1,0,0
AlfredMorris,49ers,RB,30,12,0.0,0.0,0.0,0.0,0.0,9.25,35.67,0.17,1.08,0.67,6.08,0.0,5.68,61,,2018,119.8,173,2012,6,0,0,0
SpencerWare,Chiefs,RB,27,13,0.0,0.0,0.0,0.0,0.0,3.92,18.92,0.15,1.77,1.54,17.23,0.0,6.08,63,,2018,164.3,194,2013,5,0,0,0
TheoRiddick,Lions,RB,27,14,0.0,0.0,0.0,0.0,0.0,2.86,12.21,0.0,5.29,4.36,27.43,0.0,8.32,65,,2018,159.6,199,2013,5,0,0,0
JamisonCrowder,WFT,WR,25,9,0.0,0.0,0.0,0.0,0.0,0.44,3.33,0.0,5.44,3.22,43.11,0.22,9.2,83,,2018,79.5,105,2015,3,0,0,0
GregOlsen,Panthers,TE,33,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,3.0,32.33,0.44,8.9,23,,2018,57.5,31,2007,11,0,0,0
ChrisThompson,WFT,RB,28,10,0.0,0.0,0.0,0.0,0.0,4.3,17.8,0.0,5.5,4.1,26.8,0.1,9.16,66,,2018,74.1,150,2004,14,0,0,0
ChrisThompson,WFT,RB,28,10,0.0,0.0,0.0,0.0,0.0,4.3,17.8,0.0,5.5,4.1,26.8,0.1,9.16,66,,2018,74.1,154,2013,5,0,0,0
DevontaeBooker,Broncos,RB,26,16,0.0,0.0,0.0,0.0,0.0,2.12,11.44,0.06,3.19,2.38,17.19,0.0,5.49,68,,2018,155.6,136,2016,2,0,0,1
BilalPowell,Jets,RB,30,7,0.0,0.0,0.0,0.0,0.0,11.43,49.0,0.0,2.57,1.57,15.71,0.14,8.61,69,,2018,114.3,126,2011,7,0,0,0
RandallCobb,Packers,WR,28,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,4.22,42.56,0.22,9.59,90,,2018,90.9,64,2011,7,0,0,0
JimmyGaroppolo,49ers,QB,27,3,17.67,29.67,239.33,1.67,1.0,2.67,11.0,0.0,0.0,0.0,0.0,0.0,16.0,40,,2018,96.7,62,2014,4,0,0,0
TyMontgomery,2TM,RB,25,13,0.0,0.0,0.0,0.0,0.0,3.15,14.46,0.08,3.08,1.92,18.08,0.0,5.48,71,,2018,129.2,94,2015,3,0,0,0
KelvinBenjamin,2TM,WR,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,1.67,25.33,0.07,4.6,94,,2018,113.1,28,2014,4,0,0,0
JordanWilkins,Colts,RB,24,16,0.0,0.0,0.0,0.0,0.0,3.75,21.0,0.06,1.06,1.0,5.31,0.0,3.76,76,,2018,143.1,169,2018,0,1,0,0
